content,label
 PROJECT (Support): 1.,-1
 Organization: IBM India PVT LTD. Role: SAP Basis Consultant.,-1
 Client: Maersk Line- MLIT Basis.,-1
 Database: Oracle 11g.,-1
 Platform: Linux 2.6.,-1
 Period: April 2015 to September 2016 and from Aug 01,-1
 2017 to till date.,-1
 Responsibilities:.,-1
 Creation of OSS ID and registering Developer for Access key and Object key in SMP..,-1
 Apply OSS Notes using SNOTE..,-1
 Experience on deployment of digital signature in Java Landscape..,-1
 Apply SPAM/SAINT,-1
 Support Packages,-1
 and Add-ons..,-1
 Performance Monitoring for ECC,-1
 BI,-1
 SRM,-1
 CRM,-1
 and PI systems..     Handling user tickets and system performance tickets..     Background Job Administration such as scheduling/Cancelling and Troubleshooting background.,-1
 jobs as per client requirement  .,-1
 Performed daily health checks across the landscape..     Analyzing and troubleshooting daily issues occurred in health checks..     Index rebuild for BW and ECC systems.. .,-1
 Run update stats for ECC and BW tables..,-1
 Printer configuration..     Detecting Expensive SQL statements.,-1
 Monitoring and troubleshooting JAVA systems using NWA and admin tools like Visual Admin tool.,2
 and Config tool..,-1
 Database cluster Administration..     System Refresh from Production to Quality and Pre Prod..     System Restore from Production to Quality,2
 Pre Prod.,-1
 Same system restore.,-1
 System Upgrade from EHP 6 to EHP 7..     Kernel upgrade for the entire landscape..     System Build for System Upgrade..     DB Export and Import across the landscape.. PROJECT (Implementation): 2.,-1
 Organization: IBM India PVT LTD. Role: SAP Basis Consultant.,-1
 Client: Maersk Line- MLIT Build Basis.,-1
 Database: Oracle 11g.,-1
 Platform: Linux 2.6.,-1
 Period: September 2016 to July 2017.,-1
 Responsibilities:.,-1
 Creation Database Source in Java systems..,2
 Creation of Product,-1
 Software Component,-1
 Business Systems and Technical Systems in PO SLDs..,-1
 Performance capture whenever test load went into the system..     Troubleshooting JAVA and ABAP stack systems..,-1
 Creating source systems in BW systems,-1
 Maintaining and troubleshooting RFC connections for.,-1
 the same..,-1
 Client opening and closing depending up on requirement..,-1
 Creating OSS messages on various issues to SAP in SMP..     SSO Configuration in Solution Manager.. PROJECT (Support): 3.,-1
 Organization: IBM India PVT LTD. Role: SAP Basis Consultant.,-1
 Client: Ericsson.,-1
 Database: Oracle 11g.,-1
 Platform: Linux 2.6.,-1
 SAP: ECC 6.0,-1
 BW ABAP 7.31.,2
 Period: July 2013 to November 2014..,-1
 Responsibilities:.,-1
 Performed all SAP Basis Activities like Performance monitoring,-1
 Monthly report generation..,-1
 Printer configuration..     Detecting Expensive SQL statements.,-1
 Monitoring and troubleshooting JAVA systems using NWA and admin tools like Visual Admin tool.,2
 and Config tool..     Table space monitoring using BRTOOLS..,-1
 Database Administration using BRTOOLS..     Kernel upgrades for the entire landscape..     Part of EHP upgrade from ERP6.0 EHP 6 to ERP6.0 EHP 7. .,2
 PROJECT (Support): 4. .,-1
 Organization: IBM India PVT LTD. Role: Associate SAP Basis Consultant L1.,-1
 Client: Unilever,-1
 UK.,-1
 Database: Oracle 10g.,-1
 Platform: Linux 2.6 Linux V 6.2.,-1
 SAP: ECC 6.0,-1
 BW ABAP 7.31,2
 CRM 7.31.,-1
 Period: May 2012 to June 2013..,-1
 Responsibilities:.,-1
 Performed all SAP Basis Activities like Production System Performance monitoring,-1
 Monthly report.,-1
 generation..,-1
 Performance Monitoring for ECC,-1
 BI,-1
 SRM,-1
 CRM,-1
 and PI systems..     Handling User tickets..     Background Job Administration such as scheduling/Cancelling and Troubleshooting background.,-1
 jobs as per client requirement  .,-1
 Performed daily health checks across the landscape..     Analyzing and troubleshooting daily issues occurred in health checks..,-1
 Importing Transports across the Landscape..     Creating/modifying User roles as per client requirement.. .,-1
 PESONAL DETAILS:.,-1
 Name: Vijayalakshmi Govindarajan,-1
Vikas Singh.,-1
 Chandigarh,-1
 Chandigarh - Email me on Indeed: indeed.com/r/Vikas-Singh/8644db42854c4f6a.,-1
 I ve 4.6 years of IT experience in Identity and Access Management with Infosys limited.,-1
 It involves.,-1
 troubleshooting and resolving workflow errors and provisioning user access.,-1
 I perform identity.,-1
 and access management activities,2
 updating existing access and provisioning workflows,2
 manage.,-1
 operations within the IAM environment.,-1
 Currently I m working on automating the work flow of.,-1
 Security Intelligence and Response Team with Phantom and Python scripting..,-1
 I m trained in Python,2
 Solaris administration,-1
 Java and PLSQL.,2
 I m able to handle multiple tasks.,2
 and work as a team Member.,-1
 I ve excellent analytical,-1
 problem solving and programming skills..,-1
 I m committed  goal oriented,2
   has zeal to learn new things   technologies..,-1
 I am graduated in Electronics and Communication Engineering in 2013 with excellent grades.,-1
 I. possess good problem solving   interpersonal skills,-1
 good communication skills and team spirit.. .,-1
 WORK EXPERIENCE.,-1
 Technology Analyst.,-1
 Infosys Limited -  Chandigarh,-1
 Chandigarh -.,-1
 October 2013 to Present.,-1
 A.,-1
 Change Management:.,-1
 Installing and upgrading RT and RTIR for improved request handling with MySQL database.. .,-1
 B. Python Automation:.,2
 Automating various use cases for the Security Intelligence and Response Team using Python.,-1
 scripting and Phantom tool integrating it with various tools i.e.,-1
 Splunk,-1
 Request Tracker for.,-1
 Incident Response (RTIR),-1
 Remedy etc.. .,-1
 Below are the use cases details:.,-1
 Use Cases Description.,-1
 Proxy Blocks Enable the ability to block domains and URLs automatically on Bluecoat proxies.,-1
 using a list maintained in SPLUNK.,-1
 Palo Alto Blocks Enable the ability to block domains and URLs automatically on Palo Alto proxies.,-1
 using a list maintained in SPLUNK.,-1
 Threat Intel Email feed ingestion Take emails from an external distribution group and parse the.,-1
 emails for IOCs.,-1
 Email Eradication.,-1
 When a Malicious email has been detected as being received in the Microsoft Exchange email.,-1
 system perform eradication steps to remove the email from the email messaging platform.,-1
 Email Quarantine Email addresses alerted as malicious need to be added to a quarantine list.,-1
 Malware Response When malware is detected by alert or scanning initiate containment.,-1
 procedures for the affected device in question.,-1
 Unapproved Devices.,-1
 https://www.indeed.com/r/Vikas-Singh/8644db42854c4f6a isid rex-download ikw download-top co IN.,-1
 When alerts for Unapproved Devices,-1
 equipment that is not in Organization s asset inventory,-1
 is.,-1
 triggered containment needs to occur for the device in question.,-1
 IOC Detect and Scanning using Tanium and Fireeye HX.,-1
 When Indicators of Compromise,-1
 IOC,-1
 are received from various sources,-1
 threat intel feeds,-1
.,-1
 exploded malware the network environment needs to be scanned for any of the indicators of.,-1
 compromise provided.. .,-1
 Clear Text Passwords detected.,-1
 Automatically flag users password to reset in Active Directory when an alert in SPLUNK for a clear.,-1
 text password detected fires.,-1
 Create ticket from Splunk or MSSP Alert.,-1
 Develop a script that takes the details of an alert from an alert generated in SPLUNK and create.,-1
 or append to a ticket in the ticketing system in use.,-1
 Triage and Identification Execute the triage and identification steps that are performed manually.,-1
 today.,-1
 Information Security Analyst.,-1
 Infosys Limited -  Chandigarh,-1
 Chandigarh -.,-1
 2013 to Present.,-1
 A.,-1
 Identity management.,-1
 Infosys Limited -.,-1
 May 2014 to December 2017. .,-1
 management May 2014 - Dec 2017. .,-1
 Following are my roles and responsibilities in the project:.,-1
 A.,-1
 Identity management:.,-1
 Tracking and processing identity creation for all the new hires along with basic access e.g.,2
 : Email,-1
.,-1
 Active Directory accounts and including mandatory security related groups.,-1
 Also,-1
 making sure.,-1
 access is disabled on the user s departure date and cleaning up of all the access.,2
 Reviewing.,-1
 access periodically and updating it accordingly.. .,2
 B.,-1
 Access management:.,2
 This involves provisioning/de-provisioning access to users across 300+ applications using various.,-1
 global and in house tools like RSA security console,-1
 SAP,-1
 Identity IIQ etc.,-1
 across multiple platforms.,-1
 like,-1
 UNIX,-1
 Database and application front end.,2
 Making sure standard operative procedures (SOP).,-1
 are followed,-1
 validation checks are completed and appropriate approvals are gathered before.,-1
 access is granted.. .,2
 C. Quality Management:.,-1
 Performing quality checks on random samples of requests on daily basis and sharing QAP results.,-1
 with administrators.. - Monitoring and tracking the corrective actions are taken within defined timeframe.. .,-1
 - Doing RCA on major issues.,-1
 - Developing Service Improvement Plan (SIP) and Process Improvement Plan (PIP) based on the.,-1
 QAP analysis.,-1
 D. Risk Management:.,-1
 Identifying risk areas through daily and periodic report E.g.,-1
 Segregation of duties violation (SOD).,-1
 report,-1
 Active directory infraction report etc.. - Working with various teams to mitigate the violations.. - Assisting auditors by provide details and justification on audit samples.. .,-1
 E. Client Coordination:.,-1
 Coordinating with client daily,-1
 weekly for the operations,-1
 issues and feedback with the respective.,-1
 reports prepared.. .,-1
 EDUCATION.,-1
 Bachelor of Technology in Electronics and Communication Engineering.,-1
 GLA Institute of Technology and Management -  Mathura,-1
 Uttar Pradesh.,-1
 September 2009 to June 2013. .,-1
 SKILLS.,-1
 SECURITY (5 years),-1
 INFORMATION SECURITY (5 years),-1
 ACTIVE DIRECTORY (3 years),-1
 UNIX.,-1
 (Less than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 TECHNICAL SKILLS.,-1
 Operating Systems: Windows,-1
 Solaris.,-1
 Languages: Python,2
 Core Java,2
 SQL,2
 Unix.,-1
 Software: Sailpoint IIQ,-1
 Oracle IAM,-1
 Beeline,-1
 SAP,-1
 Active Directory,-1
 Phantom,-1
 Quest change.,-1
 auditor,-1
 Microsoft Office Suite.,-1
 Information Security: Concepts and best practices,-1
Yasothai Jayaramachandran.,-1
 Lead Engineer - Automation   Testing.,-1
 Chennai,-1
 TAMIL NADU,-1
 IN - Email me on Indeed: indeed.com/r/Yasothai-Jayaramachandran/.,-1
 c36e76b64d9f477f.,-1
 4 years of experience in testing methodologies: Automation,-1
 Regression,-1
 Sanity and Manual..     Hands-on experience in Selenium Webdriver with Python Automation..,-1
 Skilled in IDE s Pycharm,-1
 Eclipse Pydev plugin ,-1
 Selenium for testing the web browser using.,-1
 Python..,-1
 Expertise in developing automation scripts and testing various components..,-1
 Skilled in providing effective and quality automation process..     Hands-on experience in functional automation scripts using TCL Programming,-1
 Python..,-1
 Experienced in planning,-1
 designing,-1
 developing and deploying testing strategies..,-1
 Trained and worked closely along with developers and dev-test (manual) engineers for.,-1
 automation tasks..     Good experience in reviewing the automated TCL,-1
 Python Scripts developed by the team.,2
 members..,-1
 Extracting data from excel and csv files,2
 posting results in excel file with Python..,2
 Experience in Agile development -Played responsible role Scrum master for Automation.. .,-1
 WORK EXPERIENCE.,-1
 Lead Engineer - Automation   Testing.,-1
 Cisco Systems -.,-1
 January 2014 to June 2015. .,-1
 DURATION Jan-2014 to Jun-2015.,-1
 TEAM SIZE 20.,-1
 ROLES AND RESPONSIBILITIES.,-1
 Lead Engineer - Automation   Testing.,-1
 Identified the cases for giving the support to the WAAS product with v6 addressing from the.,-1
 test plan.,-1
 Played an active role - Scrum Master for the Automation..     Activity participated and organized the automation team to work on agile methodologies..,-1
 Prepared the HLD document for the automatable cases..,-1
 Automated around 1000+ cases in SNMP and Platform module..,-1
 Automated the basic sanity test cases and executing sanity testing for the v6 support..     Involved is regressing all the automated suites..,-1
 Performed regression for all the automated cases through ATS framework with aetest script.,-1
 template..,-1
 Reviewed the automated cases developed by team members..     Regression Testing.,-1
 Defect filing in CDETS/Rally.,-1
 Worked on Agile development methodologies.,-1
 LANGUAGE TCL Programming,2
 Python,2
 Selenium.,-1
 https://www.indeed.com/r/Yasothai-Jayaramachandran/c36e76b64d9f477f isid rex-download ikw download-top co IN.,-1
 https://www.indeed.com/r/Yasothai-Jayaramachandran/c36e76b64d9f477f isid rex-download ikw download-top co IN.,-1
 RELEASES Hornet.,-1
 DESCRIPTION.,-1
 IPv6,-1
 formerly named IPng (next generation),-1
 is the latest version of the Internet Protocol (IP).,-1
 IP.,-1
 is a packet-based protocol used to exchange data,-1
 voice,-1
 and video traffic over digital networks.,-1
 Cisco s Wide-Area Application Services IPv4 users can move to IPv6 and receive services such.,-1
 as end-to-end security,-1
 quality of service (QoS),-1
 and globally unique addresses.,-1
 The IPv6 address.,-1
 space reduces the need for private addresses and Network Address Translation (NAT) processing.,-1
 by border routers at network edges..,-1
 Implementing basic IPv6 connectivity in the Cisco IOS software consists of assigning IPv6.,-1
 addresses to individual router interfaces.,-1
 The forwarding of IPv6 traffic can be enabled globally,-1
.,-1
 and Cisco Express Forwarding switching for IPv6 can also be enabled.,-1
 The primary motivation for IPv6 is the need to meet the demand for globally unique IP.,-1
 addresses..,-1
 Mainly involves to checks the functionality of all waas features to work with v6 addressing.,-1
 PRODUCT IPv6 Support on WAAS (Wide Area Application Services).,-1
 PROJECT CISCO-WAAS Express (WEXP).,-1
 Member Technical Staff - Automation   Testing.,-1
 Cisco Systems -.,-1
 January 2013 to December 2013. .,-1
 DURATION Jan-2013 to December-2013.,-1
 TEAM SIZE 21.,-1
 ROLES AND RESPONSIBILITIES.,-1
 Member Technical Staff - Automation   Testing.,-1
 Identified the automatable cases from the test plan..,-1
 Prepared the HLD document for the automatable cases..,-1
 Automated test cases for various components on the wexp product for the functionality check..,-1
 Worked on Config_Sync,-1
 HTTP,-1
 HTTPS,-1
 SSL,-1
 SMB_AO component automation..,-1
 Automated around 200+ cases for various components..,-1
 Performed regression for all the automated cases through ATS framework with aetest script.,-1
 template..,-1
 Reviewed the automated cases developed by team members..     Involved in executing all the automated cases for various releases as Phase1,-1
 Phase2 (pi19-25).,-1
 and posted results in TIMS tool..     Regression Testing.,-1
 Defect filing in CDETS.,-1
 LANGUAGE TCL Programming,2
 Python.,-1
 RELEASES Phase1  Phase2 (with 535).,-1
